experiment,query,rank,score,chunk_doc,chunk_text_snippet
simple_128_ov8,7. How does IOCL collect personal information from data subjects?,2,0.7525160312652588,Indian Oil Priivacy policy.pdf,Agents and a Third Party which collects such Information and transfers it to IOCL for a business requirement ; (c) when Data Subject downloads IOCL’s mobile applications or visits any of the websites owned by IOCL and/or creates an account on the mobile applications or the website s. (d) when Data S
simple_128_ov8,7. How does IOCL collect personal information from data subjects?,3,0.7206299901008606,Indian Oil Priivacy policy.pdf,"collect adequate, relevant and necessary Information and will process such Information fairly and lawfully for the purpose it is collected . Most comm only, IOCL will use the Information in the following circumstances: (a) Where IOCL need s to perform the obligations it has promised the Data Subject"
simple_128_ov8,8. For what purposes does IOCL collect and use personal information?,1,0.7577877044677734,Indian Oil Priivacy policy.pdf,"5. OBJECTIVE This Privacy Policy is intended to inform the Data Subject on how IOCL collects, processes, stores , and use s personal information that a Data Subject provides to IOCL either directly or indirectly . This Privacy Policy also covers IOCL’s treatment of any personal information that Thir"
simple_128_ov8,8. For what purposes does IOCL collect and use personal information?,2,0.7557870149612427,Indian Oil Priivacy policy.pdf,Agents and a Third Party which collects such Information and transfers it to IOCL for a business requirement ; (c) when Data Subject downloads IOCL’s mobile applications or visits any of the websites owned by IOCL and/or creates an account on the mobile applications or the website s. (d) when Data S
simple_128_ov8,8. For what purposes does IOCL collect and use personal information?,3,0.7514715194702148,Indian Oil Priivacy policy.pdf,"collect adequate, relevant and necessary Information and will process such Information fairly and lawfully for the purpose it is collected . Most comm only, IOCL will use the Information in the following circumstances: (a) Where IOCL need s to perform the obligations it has promised the Data Subject"
simple_128_ov8,9. When is IOCL allowed to process data without additional consent?,1,0.761794924736023,Indian Oil Priivacy policy.pdf,"for the purposes for which IOCL collected it, unless IOCL reasonably consider s that it need s to use it for another reason and that reason is compatible with the original purpose. 10. CONSENT Data Subject agrees that IOCL does not need any additional or further consent from him/her to use the Data "
simple_128_ov8,9. When is IOCL allowed to process data without additional consent?,2,0.7208981513977051,Indian Oil Priivacy policy.pdf,provided by the Data Subject to IOCL or its Agents. Indian Oil Corporation Limited 17. WITHDRAWAL OF CONSENT Data Subject may at any time revoke or withdraw Data Subject’s consent to provide Information to IOCL by contacting the Grievance Officer whose details are provided at the end of the Policy. 
simple_128_ov8,9. When is IOCL allowed to process data without additional consent?,3,0.7186030149459839,Indian Oil Priivacy policy.pdf,"collect adequate, relevant and necessary Information and will process such Information fairly and lawfully for the purpose it is collected . Most comm only, IOCL will use the Information in the following circumstances: (a) Where IOCL need s to perform the obligations it has promised the Data Subject"
simple_128_ov8,10. Under what circumstances will IOCL share personal information with third parties?,1,0.7673117518424988,Indian Oil Priivacy policy.pdf,"5. OBJECTIVE This Privacy Policy is intended to inform the Data Subject on how IOCL collects, processes, stores , and use s personal information that a Data Subject provides to IOCL either directly or indirectly . This Privacy Policy also covers IOCL’s treatment of any personal information that Thir"
simple_128_ov8,10. Under what circumstances will IOCL share personal information with third parties?,2,0.754579484462738,Indian Oil Priivacy policy.pdf,Agents and a Third Party which collects such Information and transfers it to IOCL for a business requirement ; (c) when Data Subject downloads IOCL’s mobile applications or visits any of the websites owned by IOCL and/or creates an account on the mobile applications or the website s. (d) when Data S
simple_128_ov8,10. Under what circumstances will IOCL share personal information with third parties?,3,0.7252295017242432,Indian Oil Priivacy policy.pdf,"for the purposes for which IOCL collected it, unless IOCL reasonably consider s that it need s to use it for another reason and that reason is compatible with the original purpose. 10. CONSENT Data Subject agrees that IOCL does not need any additional or further consent from him/her to use the Data "
simple_128_ov8,11. Does IOCL disclose information to government agencies? When?,1,0.6464742422103882,Indian Oil Priivacy policy.pdf,"to Data Subject . 15. WHO HANDLES AND RETAINS DATA SUBJECT ’S INFORMATION Details about the primary entity which handles and retains the Information is provided below: Indian Oil Corporation Limited having its registered office at: IndianOil Bhavan G-9, Ali Yavar Jung Marg Bandra [East] Mumbai – 400"
simple_128_ov8,11. Does IOCL disclose information to government agencies? When?,2,0.6419817209243774,Indian Oil Priivacy policy.pdf,"collect adequate, relevant and necessary Information and will process such Information fairly and lawfully for the purpose it is collected . Most comm only, IOCL will use the Information in the following circumstances: (a) Where IOCL need s to perform the obligations it has promised the Data Subject"
simple_128_ov8,11. Does IOCL disclose information to government agencies? When?,3,0.6412413120269775,Indian Oil Priivacy policy.pdf,"prevented from complying with its legal , accounting, business or reporting obligation s if the Data Subject fails to provide certain Information when requested by IOCL . IOCL shall not be held liable in any manner whatsoever if IOCL is unable to perform its services or if there is a deficiency in I"
simple_128_ov8,12. How does IOCL treat statistical information shared with third parties?,1,0.7477262020111084,Indian Oil Priivacy policy.pdf,"5. OBJECTIVE This Privacy Policy is intended to inform the Data Subject on how IOCL collects, processes, stores , and use s personal information that a Data Subject provides to IOCL either directly or indirectly . This Privacy Policy also covers IOCL’s treatment of any personal information that Thir"
simple_128_ov8,12. How does IOCL treat statistical information shared with third parties?,2,0.7078671455383301,Indian Oil Priivacy policy.pdf,"collect adequate, relevant and necessary Information and will process such Information fairly and lawfully for the purpose it is collected . Most comm only, IOCL will use the Information in the following circumstances: (a) Where IOCL need s to perform the obligations it has promised the Data Subject"
simple_128_ov8,12. How does IOCL treat statistical information shared with third parties?,3,0.6997233033180237,Indian Oil Priivacy policy.pdf,"for the purposes for which IOCL collected it, unless IOCL reasonably consider s that it need s to use it for another reason and that reason is compatible with the original purpose. 10. CONSENT Data Subject agrees that IOCL does not need any additional or further consent from him/her to use the Data "
simple_128_ov8,"13. Does IOCL transfer personal information outside India? If yes, under what conditions?",1,0.7714490294456482,Indian Oil Priivacy policy.pdf,"expected to provide a similar level of protection to the Information as is adhered to by IOCL . In addition to this, IOCL may disclose the Information where it is required to do so by law or to Governmental Agencies. Indian Oil Corporation Limited 12. TRANSFER OF INFORMATION OUTSIDE INDIA Unless sta"
simple_128_ov8,"13. Does IOCL transfer personal information outside India? If yes, under what conditions?",2,0.686625599861145,Indian Oil Priivacy policy.pdf,"to Data Subject . 15. WHO HANDLES AND RETAINS DATA SUBJECT ’S INFORMATION Details about the primary entity which handles and retains the Information is provided below: Indian Oil Corporation Limited having its registered office at: IndianOil Bhavan G-9, Ali Yavar Jung Marg Bandra [East] Mumbai – 400"
simple_128_ov8,"13. Does IOCL transfer personal information outside India? If yes, under what conditions?",3,0.6705898642539978,Indian Oil Priivacy policy.pdf,"2000, and the rules notified thereunder. IOCL implement s and maintain ‘Reasonable Security Practices and Procedures’ as stated in the Indian Information Technology Act, 2000 and the Informat ion Technology [Reasonable Security Practices and Procedures and Sensitive Personal Data or Information] Rul"
simple_128_ov8,14. What safeguards are described for cross-border transfers (if any)?,1,0.316245973110199,Indian Oil Priivacy policy.pdf,"expected to provide a similar level of protection to the Information as is adhered to by IOCL . In addition to this, IOCL may disclose the Information where it is required to do so by law or to Governmental Agencies. Indian Oil Corporation Limited 12. TRANSFER OF INFORMATION OUTSIDE INDIA Unless sta"
simple_128_ov8,14. What safeguards are described for cross-border transfers (if any)?,2,0.24638986587524414,Indian Oil Priivacy policy.pdf,provided by the Data Subject to IOCL or its Agents. Indian Oil Corporation Limited 17. WITHDRAWAL OF CONSENT Data Subject may at any time revoke or withdraw Data Subject’s consent to provide Information to IOCL by contacting the Grievance Officer whose details are provided at the end of the Policy. 
simple_128_ov8,14. What safeguards are described for cross-border transfers (if any)?,3,0.23292237520217896,Indian Oil Priivacy policy.pdf,"with a legal , accounting, business or reporting obligation , including compliance with requests from the Government of India or any Governmental Agency ; (c) To send marketing as well as non-marketing commercial communications to the Data Subject ; (d) To send the Data Subject notifications that th"
simple_128_ov8,15. How can a Data Subject give or withdraw consent?,1,0.6263681054115295,Indian Oil Priivacy policy.pdf,provided by the Data Subject to IOCL or its Agents. Indian Oil Corporation Limited 17. WITHDRAWAL OF CONSENT Data Subject may at any time revoke or withdraw Data Subject’s consent to provide Information to IOCL by contacting the Grievance Officer whose details are provided at the end of the Policy. 
simple_128_ov8,15. How can a Data Subject give or withdraw consent?,2,0.5481215715408325,Indian Oil Priivacy policy.pdf,"for the purposes for which IOCL collected it, unless IOCL reasonably consider s that it need s to use it for another reason and that reason is compatible with the original purpose. 10. CONSENT Data Subject agrees that IOCL does not need any additional or further consent from him/her to use the Data "
simple_128_ov8,15. How can a Data Subject give or withdraw consent?,3,0.4849230945110321,Indian Oil Priivacy policy.pdf,"prevented from complying with its legal , accounting, business or reporting obligation s if the Data Subject fails to provide certain Information when requested by IOCL . IOCL shall not be held liable in any manner whatsoever if IOCL is unable to perform its services or if there is a deficiency in I"
simple_128_ov8,16. What happens if a Data Subject withdraws consent?,1,0.5946221351623535,Indian Oil Priivacy policy.pdf,provided by the Data Subject to IOCL or its Agents. Indian Oil Corporation Limited 17. WITHDRAWAL OF CONSENT Data Subject may at any time revoke or withdraw Data Subject’s consent to provide Information to IOCL by contacting the Grievance Officer whose details are provided at the end of the Policy. 
simple_128_ov8,16. What happens if a Data Subject withdraws consent?,2,0.46828532218933105,Indian Oil Priivacy policy.pdf,"for the purposes for which IOCL collected it, unless IOCL reasonably consider s that it need s to use it for another reason and that reason is compatible with the original purpose. 10. CONSENT Data Subject agrees that IOCL does not need any additional or further consent from him/her to use the Data "
simple_128_ov8,16. What happens if a Data Subject withdraws consent?,3,0.4544128179550171,Indian Oil Priivacy policy.pdf,"prevented from complying with its legal , accounting, business or reporting obligation s if the Data Subject fails to provide certain Information when requested by IOCL . IOCL shall not be held liable in any manner whatsoever if IOCL is unable to perform its services or if there is a deficiency in I"
simple_128_ov8,17. What data security practices does IOCL claim to implement?,1,0.7033400535583496,Indian Oil Priivacy policy.pdf,"collect adequate, relevant and necessary Information and will process such Information fairly and lawfully for the purpose it is collected . Most comm only, IOCL will use the Information in the following circumstances: (a) Where IOCL need s to perform the obligations it has promised the Data Subject"
simple_128_ov8,17. What data security practices does IOCL claim to implement?,2,0.6966233253479004,Indian Oil Priivacy policy.pdf,"prevented from complying with its legal , accounting, business or reporting obligation s if the Data Subject fails to provide certain Information when requested by IOCL . IOCL shall not be held liable in any manner whatsoever if IOCL is unable to perform its services or if there is a deficiency in I"
simple_128_ov8,17. What data security practices does IOCL claim to implement?,3,0.6828060746192932,Indian Oil Priivacy policy.pdf,"for the purposes for which IOCL collected it, unless IOCL reasonably consider s that it need s to use it for another reason and that reason is compatible with the original purpose. 10. CONSENT Data Subject agrees that IOCL does not need any additional or further consent from him/her to use the Data "
simple_128_ov8,18. How long does IOCL retain personal information?,1,0.6503852605819702,Indian Oil Priivacy policy.pdf,"2000, and the rules notified thereunder. IOCL implement s and maintain ‘Reasonable Security Practices and Procedures’ as stated in the Indian Information Technology Act, 2000 and the Informat ion Technology [Reasonable Security Practices and Procedures and Sensitive Personal Data or Information] Rul"
simple_128_ov8,18. How long does IOCL retain personal information?,2,0.584709644317627,Indian Oil Priivacy policy.pdf,"to Data Subject . 15. WHO HANDLES AND RETAINS DATA SUBJECT ’S INFORMATION Details about the primary entity which handles and retains the Information is provided below: Indian Oil Corporation Limited having its registered office at: IndianOil Bhavan G-9, Ali Yavar Jung Marg Bandra [East] Mumbai – 400"
simple_128_ov8,18. How long does IOCL retain personal information?,3,0.5699242353439331,Indian Oil Priivacy policy.pdf,"5. OBJECTIVE This Privacy Policy is intended to inform the Data Subject on how IOCL collects, processes, stores , and use s personal information that a Data Subject provides to IOCL either directly or indirectly . This Privacy Policy also covers IOCL’s treatment of any personal information that Thir"
simple_128_ov8,19. Under what circumstances will IOCL anonymize data?,1,0.6674503087997437,Indian Oil Priivacy policy.pdf,"5. OBJECTIVE This Privacy Policy is intended to inform the Data Subject on how IOCL collects, processes, stores , and use s personal information that a Data Subject provides to IOCL either directly or indirectly . This Privacy Policy also covers IOCL’s treatment of any personal information that Thir"
simple_128_ov8,19. Under what circumstances will IOCL anonymize data?,2,0.6511756181716919,Indian Oil Priivacy policy.pdf,"for the purposes for which IOCL collected it, unless IOCL reasonably consider s that it need s to use it for another reason and that reason is compatible with the original purpose. 10. CONSENT Data Subject agrees that IOCL does not need any additional or further consent from him/her to use the Data "
simple_128_ov8,19. Under what circumstances will IOCL anonymize data?,3,0.6499119997024536,Indian Oil Priivacy policy.pdf,Agents and a Third Party which collects such Information and transfers it to IOCL for a business requirement ; (c) when Data Subject downloads IOCL’s mobile applications or visits any of the websites owned by IOCL and/or creates an account on the mobile applications or the website s. (d) when Data S
simple_128_ov8,20. How can a Data Subject request access or correction of their information?,1,0.6142103672027588,Indian Oil Priivacy policy.pdf,"to Data Subject . 15. WHO HANDLES AND RETAINS DATA SUBJECT ’S INFORMATION Details about the primary entity which handles and retains the Information is provided below: Indian Oil Corporation Limited having its registered office at: IndianOil Bhavan G-9, Ali Yavar Jung Marg Bandra [East] Mumbai – 400"
simple_128_ov8,20. How can a Data Subject request access or correction of their information?,2,0.5818967819213867,Indian Oil Priivacy policy.pdf,"prevented from complying with its legal , accounting, business or reporting obligation s if the Data Subject fails to provide certain Information when requested by IOCL . IOCL shall not be held liable in any manner whatsoever if IOCL is unable to perform its services or if there is a deficiency in I"
simple_128_ov8,20. How can a Data Subject request access or correction of their information?,3,0.5460690259933472,Indian Oil Priivacy policy.pdf,"2000, and the rules notified thereunder. IOCL implement s and maintain ‘Reasonable Security Practices and Procedures’ as stated in the Indian Information Technology Act, 2000 and the Informat ion Technology [Reasonable Security Practices and Procedures and Sensitive Personal Data or Information] Rul"
simple_128_ov8,21. What is IOCL’s process for reviewing and amending user information?,1,0.6304445266723633,Indian Oil Priivacy policy.pdf,"prevented from complying with its legal , accounting, business or reporting obligation s if the Data Subject fails to provide certain Information when requested by IOCL . IOCL shall not be held liable in any manner whatsoever if IOCL is unable to perform its services or if there is a deficiency in I"
simple_128_ov8,21. What is IOCL’s process for reviewing and amending user information?,2,0.6223932504653931,Indian Oil Priivacy policy.pdf,"to Data Subject . 15. WHO HANDLES AND RETAINS DATA SUBJECT ’S INFORMATION Details about the primary entity which handles and retains the Information is provided below: Indian Oil Corporation Limited having its registered office at: IndianOil Bhavan G-9, Ali Yavar Jung Marg Bandra [East] Mumbai – 400"
simple_128_ov8,21. What is IOCL’s process for reviewing and amending user information?,3,0.6027357578277588,Indian Oil Priivacy policy.pdf,"collect adequate, relevant and necessary Information and will process such Information fairly and lawfully for the purpose it is collected . Most comm only, IOCL will use the Information in the following circumstances: (a) Where IOCL need s to perform the obligations it has promised the Data Subject"
simple_128_ov8,22. How does the policy address processing of employee information?,1,0.4500969648361206,Indian Oil Priivacy policy.pdf,"2000, and the rules notified thereunder. IOCL implement s and maintain ‘Reasonable Security Practices and Procedures’ as stated in the Indian Information Technology Act, 2000 and the Informat ion Technology [Reasonable Security Practices and Procedures and Sensitive Personal Data or Information] Rul"
simple_128_ov8,22. How does the policy address processing of employee information?,2,0.4289722442626953,Indian Oil Priivacy policy.pdf,"to Data Subject . 15. WHO HANDLES AND RETAINS DATA SUBJECT ’S INFORMATION Details about the primary entity which handles and retains the Information is provided below: Indian Oil Corporation Limited having its registered office at: IndianOil Bhavan G-9, Ali Yavar Jung Marg Bandra [East] Mumbai – 400"
simple_128_ov8,22. How does the policy address processing of employee information?,3,0.41680410504341125,Indian Oil Priivacy policy.pdf,Agents and a Third Party which collects such Information and transfers it to IOCL for a business requirement ; (c) when Data Subject downloads IOCL’s mobile applications or visits any of the websites owned by IOCL and/or creates an account on the mobile applications or the website s. (d) when Data S
simple_128_ov8,23. What are the consequences if the Data Subject fails to provide required information?,1,0.5908411741256714,Indian Oil Priivacy policy.pdf,"prevented from complying with its legal , accounting, business or reporting obligation s if the Data Subject fails to provide certain Information when requested by IOCL . IOCL shall not be held liable in any manner whatsoever if IOCL is unable to perform its services or if there is a deficiency in I"
simple_128_ov8,23. What are the consequences if the Data Subject fails to provide required information?,2,0.550383448600769,Indian Oil Priivacy policy.pdf,provided by the Data Subject to IOCL or its Agents. Indian Oil Corporation Limited 17. WITHDRAWAL OF CONSENT Data Subject may at any time revoke or withdraw Data Subject’s consent to provide Information to IOCL by contacting the Grievance Officer whose details are provided at the end of the Policy. 
simple_128_ov8,23. What are the consequences if the Data Subject fails to provide required information?,3,0.5484806895256042,Indian Oil Priivacy policy.pdf,"2000, and the rules notified thereunder. IOCL implement s and maintain ‘Reasonable Security Practices and Procedures’ as stated in the Indian Information Technology Act, 2000 and the Informat ion Technology [Reasonable Security Practices and Procedures and Sensitive Personal Data or Information] Rul"
simple_128_ov8,24. Does IOCL disclaim liability for inability to provide services when information is not provided?,1,0.6988205909729004,Indian Oil Priivacy policy.pdf,"collect adequate, relevant and necessary Information and will process such Information fairly and lawfully for the purpose it is collected . Most comm only, IOCL will use the Information in the following circumstances: (a) Where IOCL need s to perform the obligations it has promised the Data Subject"
simple_128_ov8,24. Does IOCL disclaim liability for inability to provide services when information is not provided?,2,0.6651049852371216,Indian Oil Priivacy policy.pdf,"for the purposes for which IOCL collected it, unless IOCL reasonably consider s that it need s to use it for another reason and that reason is compatible with the original purpose. 10. CONSENT Data Subject agrees that IOCL does not need any additional or further consent from him/her to use the Data "
simple_128_ov8,24. Does IOCL disclaim liability for inability to provide services when information is not provided?,3,0.642644464969635,Indian Oil Priivacy policy.pdf,"prevented from complying with its legal , accounting, business or reporting obligation s if the Data Subject fails to provide certain Information when requested by IOCL . IOCL shall not be held liable in any manner whatsoever if IOCL is unable to perform its services or if there is a deficiency in I"
simple_128_ov8,25. Who is the Grievance Officer and how can they be contacted?,1,0.6045910120010376,Indian Oil Priivacy policy.pdf,data -grievance@indianoil.in Phone : 0124 -2861509
simple_128_ov8,25. Who is the Grievance Officer and how can they be contacted?,2,0.503315806388855,Indian Oil Priivacy policy.pdf,"indemnified by the Data Subject and held harmless from any complaints, legal proceedings or claims filed or initiated by the Data Subject or any Third Party against IOCL in this regard. 18. CHANGES TO THIS PRIVACY POLICY The Policy is subject to modification s from time to time. If IOCL decide s to "
simple_128_ov8,25. Who is the Grievance Officer and how can they be contacted?,3,0.3205576539039612,Indian Oil Priivacy policy.pdf,"to Data Subject . 15. WHO HANDLES AND RETAINS DATA SUBJECT ’S INFORMATION Details about the primary entity which handles and retains the Information is provided below: Indian Oil Corporation Limited having its registered office at: IndianOil Bhavan G-9, Ali Yavar Jung Marg Bandra [East] Mumbai – 400"
simple_128_ov8,26. What contact details are provided for data grievance (email/phone/address)?,1,0.7086224555969238,Indian Oil Priivacy policy.pdf,data -grievance@indianoil.in Phone : 0124 -2861509
simple_128_ov8,26. What contact details are provided for data grievance (email/phone/address)?,2,0.5555604696273804,Indian Oil Priivacy policy.pdf,"indemnified by the Data Subject and held harmless from any complaints, legal proceedings or claims filed or initiated by the Data Subject or any Third Party against IOCL in this regard. 18. CHANGES TO THIS PRIVACY POLICY The Policy is subject to modification s from time to time. If IOCL decide s to "
simple_128_ov8,26. What contact details are provided for data grievance (email/phone/address)?,3,0.5268305540084839,Indian Oil Priivacy policy.pdf,"to Data Subject . 15. WHO HANDLES AND RETAINS DATA SUBJECT ’S INFORMATION Details about the primary entity which handles and retains the Information is provided below: Indian Oil Corporation Limited having its registered office at: IndianOil Bhavan G-9, Ali Yavar Jung Marg Bandra [East] Mumbai – 400"
simple_128_ov8,27. How will IOCL notify users if it changes the Privacy Policy?,1,0.6501665711402893,Indian Oil Priivacy policy.pdf,"5. OBJECTIVE This Privacy Policy is intended to inform the Data Subject on how IOCL collects, processes, stores , and use s personal information that a Data Subject provides to IOCL either directly or indirectly . This Privacy Policy also covers IOCL’s treatment of any personal information that Thir"
simple_128_ov8,27. How will IOCL notify users if it changes the Privacy Policy?,2,0.5665203332901001,Indian Oil Priivacy policy.pdf,"indemnified by the Data Subject and held harmless from any complaints, legal proceedings or claims filed or initiated by the Data Subject or any Third Party against IOCL in this regard. 18. CHANGES TO THIS PRIVACY POLICY The Policy is subject to modification s from time to time. If IOCL decide s to "
simple_128_ov8,27. How will IOCL notify users if it changes the Privacy Policy?,3,0.5557127594947815,Indian Oil Priivacy policy.pdf,Agents and a Third Party which collects such Information and transfers it to IOCL for a business requirement ; (c) when Data Subject downloads IOCL’s mobile applications or visits any of the websites owned by IOCL and/or creates an account on the mobile applications or the website s. (d) when Data S
simple_128_ov8,28. What are the stated objectives of the Privacy Policy?,1,0.5069678425788879,Indian Oil Priivacy policy.pdf,"5. OBJECTIVE This Privacy Policy is intended to inform the Data Subject on how IOCL collects, processes, stores , and use s personal information that a Data Subject provides to IOCL either directly or indirectly . This Privacy Policy also covers IOCL’s treatment of any personal information that Thir"
simple_128_ov8,28. What are the stated objectives of the Privacy Policy?,2,0.4743301272392273,Indian Oil Priivacy policy.pdf,Agents and a Third Party which collects such Information and transfers it to IOCL for a business requirement ; (c) when Data Subject downloads IOCL’s mobile applications or visits any of the websites owned by IOCL and/or creates an account on the mobile applications or the website s. (d) when Data S
simple_128_ov8,28. What are the stated objectives of the Privacy Policy?,3,0.46621957421302795,Indian Oil Priivacy policy.pdf,"Indian Oil Corporation Limited DATA PRIVACY POLICY Indian Oil Corporation Limited DATA PRIVACY POLICY 1. INTRODUCTION Indian Oil Corporation Limited is a company incorporated under the laws of India, having its registered office at IndianOil Bhavan, G -9, Ali Yavar Jung Marg, Bandra [East], Mumbai –"
simple_128_ov8,29. How does IOCL handle data when providing mobile apps or website accounts?,1,0.7248026132583618,Indian Oil Priivacy policy.pdf,Agents and a Third Party which collects such Information and transfers it to IOCL for a business requirement ; (c) when Data Subject downloads IOCL’s mobile applications or visits any of the websites owned by IOCL and/or creates an account on the mobile applications or the website s. (d) when Data S
